,Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank.1,Hit.1,Rank.2,Avg,Tot.1,Rank.3,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
14,2019,Jon Rahm,11,68,70,68,75,281,-3,171700,3,12,8,11,31,46,301.3,11,50,13,29.3,117,22,1,0,-4,0,17,43,10,0
15,2019,Rory Sabbatini,16,70,70,71,71,282,-2,126313,20,25,29,16,35,22,290.3,41,53,5,30.8,123,61,1,1,-4,0,11,52,9,0
16,2019,Ryan Fox,16,68,75,70,69,282,-2,126313,3,58,43,16,35,22,315.8,1,50,13,29.3,117,22,5,-4,-3,0,17,41,13,0
17,2019,Sanghyun Park,16,69,72,68,73,282,-2,126313,16,32,19,16,35,22,290.1,42,43,65,28.0,112,1,2,-2,-2,1,11,50,9,0
18,2019,Lucas Bjerregaard,16,70,68,74,70,282,-2,126313,20,12,36,16,30,55,304.0,7,46,39,29.0,116,16,0,2,-4,0,16,44,10,0
19,2019,Stewart Cink,20,74,68,71,70,283,-1,91350,94,48,43,20,33,35,289.9,45,47,34,29.0,116,16,2,0,-3,0,13,47,12,0
20,2019,Henrik Stenson,20,70,69,68,76,283,-1,91350,20,18,12,20,40,4,263.5,73,44,58,28.3,113,5,-1,5,-5,0,14,45,13,0
21,2019,Justin Rose,20,69,67,68,79,283,-1,91350,16,5,4,20,33,35,298.4,19,43,65,28.5,114,8,2,6,-9,2,10,48,11,0
22,2019,Lucas Glover,20,72,69,71,71,283,-1,91350,54,32,36,20,41,3,296.6,23,46,39,29.5,118,28,1,4,-6,0,15,43,14,0
23,2019,Louis Oosthuizen,20,70,72,72,69,283,-1,91350,20,48,50,20,31,46,296.6,23,53,5,31.5,126,70,1,0,-2,0,15,43,14,0
24,2019,Jordan Spieth,20,70,67,69,77,283,-1,91350,20,8,8,20,22,73,294.9,27,46,39,29.0,116,16,0,6,-7,1,14,43,13,0
25,2019,Cameron Smith,20,70,66,71,76,283,-1,91350,20,5,12,20,34,29,293.6,32,49,22,30.0,120,46,1,5,-7,1,12,47,11,0
26,2019,Erik Van Rooyen,20,70,68,72,73,283,-1,91350,20,12,23,20,33,35,293.5,33,45,51,29.5,118,28,0,0,-1,0,11,51,10,0
27,2019,Matthew Fitzpatrick,20,71,69,70,73,283,-1,91350,42,25,23,20,33,35,299.4,13,47,34,29.3,117,22,-1,9,-9,0,13,49,8,0
28,2019,Doc Redman,20,71,71,71,70,283,-1,91350,42,48,43,20,31,46,290.6,39,45,51,28.8,115,12,-3,4,-2,0,16,42,13,0
29,2019,Webb Simpson,30,68,71,71,74,284,0,69875,3,18,23,30,34,29,283.3,61,46,39,29.3,117,22,-1,2,-1,0,12,48,12,0
30,2019,Kevin Kisner,30,70,71,70,73,284,0,69875,20,32,29,30,34,29,275.8,69,50,13,30.5,122,56,1,5,-6,2,12,44,12,0
31,2019,Ernie Els,32,71,69,72,73,285,1,56278,42,25,36,32,34,29,285.8,54,41,72,28.3,113,5,0,4,-3,0,11,50,10,0
32,2019,Joost Luiten,32,73,69,71,72,285,1,56278,72,48,43,32,37,12,295.9,25,48,25,30.0,120,46,3,4,-6,0,16,41,14,0
33,2019,Bernd Wiesberger,32,70,71,74,70,285,1,56278,20,32,54,32,32,42,281.3,64,42,68,28.0,112,1,-1,5,-3,0,9,53,10,0
34,2019,Dylan Frittelli,32,68,69,70,78,285,1,56278,3,8,12,32,37,12,293.8,30,44,58,29.5,118,28,3,5,-7,1,13,44,12,0
35,2019,Jason Kokrak,32,74,69,74,68,285,1,56278,94,58,66,32,29,61,298.6,18,48,25,31.3,125,69,0,7,-6,1,10,49,11,0
36,2019,Kiradech Aphibarnrat,32,68,73,77,67,285,1,56278,3,32,68,32,29,61,293.8,30,44,58,28.5,114,8,0,5,-4,1,12,46,11,0
37,2019,Byeong Hun An,32,73,67,70,75,285,1,56278,72,25,23,32,27,66,303.5,8,48,25,29.5,118,28,5,1,-5,0,13,46,12,0
38,2019,Andrew Putnam,32,70,67,70,78,285,1,56278,20,8,12,32,35,22,288.5,50,45,51,29.5,118,28,2,3,-4,1,9,51,10,0
39,2019,Andrew Wilson,32,76,67,71,71,285,1,56278,128,58,50,32,27,66,290.4,40,44,58,29.0,116,16,4,2,-5,0,17,38,16,0
40,2019,Matt Kuchar,41,70,68,69,79,286,2,36925,20,12,12,41,33,35,278.9,67,50,13,30.5,122,56,0,6,-4,0,12,48,10,0
41,2019,Justin Harding,41,71,65,74,76,286,2,36925,42,5,23,41,31,46,290.8,38,42,68,28.0,112,1,-1,10,-7,1,18,36,13,0
42,2019,Innchoon Hwang,41,72,71,70,73,286,2,36925,54,58,43,41,33,35,283.5,60,51,11,30.8,123,61,7,-5,0,0,17,37,17,0
43,2019,Kyle Stanley,41,75,67,73,71,286,2,36925,113,48,54,41,36,16,285.5,55,42,68,28.0,112,1,1,8,-7,1,11,48,9,0
44,2019,Benjamin Hebert,41,73,69,73,71,286,2,36925,72,48,54,41,36,16,286.0,53,46,39,29.8,119,39,1,5,-4,0,11,48,13,0
45,2018,Francesco Molinari,1,70,72,65,69,276,-8,1890000,18,29,5,1,26,74,307.4,37,48,23,27.8,111,4,0,-2,-6,0,17,47,7,0
46,2018,Justin Rose,2,72,73,64,69,278,-6,694250,50,65,13,2,36,18,310.0,29,49,16,28.3,113,7,0,-4,-2,1,11,54,5,0
47,2018,Rory McIlroy,2,69,69,70,70,278,-6,694250,8,6,6,2,27,70,323.9,5,49,16,28.5,114,12,0,0,-6,1,14,47,10,0
48,2018,Kevin Kisner,2,66,70,68,74,278,-6,694250,1,1,1,2,29,59,309.3,31,43,59,26.8,107,1,-1,3,-8,1,15,47,7,0
49,2018,Xander Schauffele,2,71,66,67,74,278,-6,694250,32,3,1,2,38,12,327.0,3,43,59,27.5,110,3,0,0,-6,1,14,48,8,0
50,2018,Tiger Woods,6,71,71,66,71,279,-5,327000,32,29,6,6,40,5,303.0,51,48,23,29.5,118,32,3,-3,-5,0,16,46,9,0
51,2018,Kevin Chappell,6,70,69,67,73,279,-5,327000,18,11,4,6,33,40,319.5,9,47,30,28.8,115,15,2,-5,-2,1,14,47,9,0
52,2018,Eddie Pepperell,6,71,70,71,67,279,-5,327000,32,18,36,6,39,8,289.0,74,49,16,29.3,117,24,4,-2,-7,1,10,54,7,0
53,2018,Matt Kuchar,9,70,68,70,72,280,-4,219000,18,6,6,9,35,25,288.0,75,43,59,28.3,113,7,0,2,-6,0,14,48,10,0
54,2018,Tony Finau,9,67,71,71,71,280,-4,219000,2,6,13,9,35,25,315.0,15,54,2,31.5,126,70,1,-1,-4,1,15,44,11,0
55,2018,Jordan Spieth,9,72,67,65,76,280,-4,219000,50,11,1,9,30,56,312.1,23,46,40,28.8,115,15,1,-5,0,1,12,51,6,0
56,2018,Ryan Moore,12,68,73,69,71,281,-3,154500,5,18,20,12,33,40,302.0,57,45,49,28.5,114,12,0,0,-3,0,15,46,10,0
57,2018,Webb Simpson,12,70,71,67,73,281,-3,154500,18,18,6,12,40,5,314.4,16,50,9,30.3,121,45,0,1,-4,1,7,58,6,0
58,2018,Tommy Fleetwood,12,72,65,71,73,281,-3,154500,50,3,6,12,32,47,318.4,11,55,1,30.8,123,58,3,-6,0,0,16,45,9,0
59,2018,Thorbjorn Olesen,12,70,70,70,71,281,-3,154500,18,14,20,12,36,18,317.6,12,50,9,30.0,120,42,0,3,-6,1,14,45,11,0
60,2018,Patrick Cantlay,12,70,71,70,70,281,-3,154500,18,18,28,12,27,70,311.8,24,51,8,30.3,121,45,-2,3,-4,0,16,45,9,0
61,2018,Charley Hoffman,17,71,70,68,73,282,-2,109714,32,18,13,17,28,65,304.1,48,50,9,29.8,119,39,3,-2,-3,0,14,46,12,0
62,2018,Zach Johnson,17,69,67,72,74,282,-2,109714,8,1,6,17,29,59,291.6,72,45,49,29.3,117,24,1,6,-9,2,12,45,12,0
63,2018,Pat Perez,17,69,68,74,71,282,-2,109714,8,3,28,17,35,25,286.8,76,46,40,28.3,113,7,3,-4,-1,0,16,44,10,0
64,2018,Adam Scott,17,71,70,68,73,282,-2,109714,32,18,13,17,32,47,306.8,39,48,23,29.3,117,24,0,4,-6,0,16,43,12,0
65,2018,Alex Noren,17,70,71,67,74,282,-2,109714,18,18,6,17,31,50,305.0,45,47,30,29.5,118,32,1,1,-4,0,15,45,11,0
66,2018,Jason Day,17,71,71,72,68,282,-2,109714,32,29,51,17,28,65,306.4,41,42,64,28.5,114,12,-1,5,-6,1,12,48,10,0
67,2018,Erik Van Rooyen,17,67,71,71,73,282,-2,109714,2,6,13,17,42,1,315.5,14,50,9,30.3,121,45,4,-4,-2,0,16,43,12,0
68,2018,Bernhard Langer,24,73,71,68,71,283,-1,84000,72,52,36,24,41,3,265.5,79,49,16,31.3,125,67,3,0,-4,1,9,52,10,0
69,2018,Phil Mickelson,24,73,69,70,71,283,-1,84000,72,29,36,24,31,50,302.3,56,53,3,30.0,120,42,3,-4,0,0,15,45,10,0
70,2018,Stewart Cink,24,72,70,71,70,283,-1,84000,50,29,40,24,39,8,313.4,20,47,30,29.8,119,39,-1,3,-3,1,12,46,13,0
71,2018,Danny Willett,24,69,71,70,73,283,-1,84000,8,14,20,24,30,56,312.3,22,52,6,31.5,126,70,-1,2,-2,0,14,46,11,0
72,2018,Chris Wood,28,70,74,66,74,284,0,67143,18,52,20,28,34,31,292.8,71,44,53,28.8,115,15,1,2,-3,0,13,46,13,0
73,2018,Louis Oosthuizen,28,72,70,69,73,284,0,67143,50,29,28,28,38,12,312.5,21,53,3,32.3,129,76,3,3,-6,0,14,44,14,0
74,2018,Rickie Fowler,28,70,69,73,72,284,0,67143,18,11,36,28,39,8,319.5,9,42,64,27.8,111,4,3,-1,-2,1,14,43,13,0
75,2018,Thomas Pieters,28,70,73,70,71,284,0,67143,18,40,40,28,25,76,307.9,36,46,40,29.3,117,24,1,4,-5,0,15,44,11,0
76,2018,Patrick Reed,28,75,70,68,71,284,0,67143,110,65,40,28,27,70,308.8,32,39,71,27.8,111,4,2,4,-6,0,13,48,9,0
77,2018,Julian Suri,28,74,69,70,71,284,0,67143,90,40,40,28,31,50,302.4,53,42,64,27.0,108,2,-2,7,-5,0,15,43,13,0
78,2018,Austin Cook,28,72,70,67,75,284,0,67143,50,29,13,28,34,31,301.8,58,50,9,30.5,122,51,5,-2,-3,0,13,48,9,0
79,2018,Henrik Stenson,35,70,75,71,69,285,1,53750,18,65,61,35,35,25,298.8,65,48,23,30.3,121,45,2,6,-7,1,9,51,10,0
80,2018,Satoshi Kodaira,35,72,71,68,74,285,1,53750,50,40,28,35,33,40,298.9,64,42,64,29.3,117,24,3,5,-7,1,13,43,14,0
81,2018,Adam Hadwin,35,73,70,71,71,285,1,53750,72,40,51,35,34,31,290.5,73,44,53,29.5,118,32,3,4,-6,1,9,51,10,0
82,2018,Michael Kim,35,73,69,69,74,285,1,53750,72,29,28,35,36,18,304.1,48,39,71,28.3,113,7,2,0,-1,0,12,47,13,0
83,2018,Luke List,39,70,70,77,69,286,2,41375,18,14,69,39,31,50,322.5,6,47,30,30.5,122,51,0,8,-6,0,14,44,12,0
84,2018,Ross Fisher,39,75,70,68,73,286,2,41375,110,65,40,39,37,16,309.6,30,47,30,30.5,122,51,2,4,-4,1,10,47,14,0
85,2018,Ryan Fox,39,74,71,71,70,286,2,41375,90,65,61,39,26,74,320.3,8,46,40,29.3,117,24,1,4,-3,0,6,58,8,0
86,2018,Kyle Stanley,39,72,69,69,76,286,2,41375,50,18,20,39,27,70,302.4,53,52,6,32.3,129,76,3,2,-3,0,13,44,15,0
87,2018,Masahiro Kawamura,39,77,67,71,71,286,2,41375,137,52,56,39,34,31,301.5,60,47,30,30.5,122,51,0,9,-7,1,12,45,13,0
88,2018,Haotong Li,39,71,72,67,76,286,2,41375,32,40,20,39,34,31,313.5,18,46,40,30.3,121,45,4,2,-4,0,15,42,13,0
89,2018,Brooks Koepka,39,72,69,75,70,286,2,41375,50,18,61,39,29,59,310.6,25,44,53,29.3,117,24,3,3,-4,0,17,39,13,0
90,2017,Jordan Spieth,1,65,69,65,69,268,-12,1845000,1,1,1,1,24,59,294.5,44,50,3,28.0,112,11,-2,-3,-7,2,17,44,9,0
91,2017,Matt Kuchar,2,65,71,66,69,271,-9,1067000,1,2,2,2,26,41,291.1,55,46,29,27.8,111,9,-2,-2,-5,0,19,44,8,0
92,2017,Haotong Li,3,69,73,69,63,274,-6,684000,26,24,29,3,21,70,300.8,27,43,47,26.8,107,4,2,-4,-4,0,15,48,9,0
93,2017,Rafael Cabrera-Bello,4,67,73,67,68,275,-5,480000,6,10,7,4,30,17,296.0,40,48,11,28.8,115,20,1,-2,-4,0,14,49,9,0
94,2017,Rory McIlroy,4,71,68,69,67,275,-5,480000,58,6,11,4,26,41,321.6,3,42,58,26.8,107,4,1,-2,-4,1,15,45,10,0
95,2017,Marc Leishman,6,69,76,66,65,276,-4,281000,26,61,29,6,25,51,298.4,33,47,19,29.3,117,34,-2,3,-5,1,13,48,9,0
96,2017,Alex Noren,6,68,72,69,67,276,-4,281000,12,10,15,6,30,17,298.4,33,50,3,30.0,120,53,0,-2,-2,0,9,58,5,0
97,2017,Branden Grace,6,70,74,62,70,276,-4,281000,40,45,5,6,33,6,293.8,47,48,11,29.0,116,26,0,0,-4,0,14,48,10,0
98,2017,Matthew Southgate,6,72,72,67,65,276,-4,281000,79,45,29,6,30,17,293.8,47,47,19,28.8,115,20,1,0,-5,1,14,47,8,0
99,2017,Brooks Koepka,6,65,72,68,71,276,-4,281000,1,3,3,6,27,35,302.6,22,40,69,27.0,108,6,0,2,-6,1,13,47,11,0
100,2017,Henrik Stenson,11,69,73,65,70,277,-3,175333,26,24,7,11,36,2,302.9,17,50,3,29.0,116,26,-2,2,-3,0,14,47,11,0
101,2017,Paul Casey,11,66,77,67,67,277,-3,175333,4,35,18,11,33,6,302.9,17,47,19,29.0,116,26,0,1,-4,0,14,47,11,0
102,2017,Chan Kim,11,72,68,67,70,277,-3,175333,79,10,7,11,26,41,322.5,1,48,11,29.5,118,38,0,1,-4,0,13,50,8,0
103,2017,Chris Wood,14,71,72,68,67,278,-2,128917,58,35,29,14,26,41,285.6,59,49,8,29.5,118,38,1,-1,-2,1,13,46,11,0
104,2017,Zach Johnson,14,75,66,71,66,278,-2,128917,121,20,40,14,25,51,278.8,74,47,19,28.3,113,13,1,0,-3,0,13,48,11,0
105,2017,Ian Poulter,14,67,70,71,70,278,-2,128917,6,3,11,14,32,10,285.6,59,40,69,28.3,113,13,0,2,-4,0,12,50,10,0
106,2017,Jason Dufner,14,73,71,66,68,278,-2,128917,90,45,18,14,32,10,293.3,50,50,3,30.5,122,67,0,4,-6,0,12,50,10,0
107,2017,Hideki Matsuyama,14,68,72,66,72,278,-2,128917,12,10,5,14,27,35,300.9,26,45,34,27.8,111,9,-2,2,-2,0,16,45,9,0
108,2017,Austin Connelly,14,67,72,66,73,278,-2,128917,6,6,3,14,25,51,279.8,73,40,69,26.5,106,2,0,1,-3,1,15,43,11,0
109,2017,Charley Hoffman,20,67,73,72,67,279,-1,104500,6,10,40,20,26,41,304.4,15,44,41,28.3,113,13,1,-1,-1,1,13,45,12,0
110,2017,Xander Schauffele,20,69,75,70,65,279,-1,104500,26,45,52,20,24,59,310.9,8,45,34,28.8,115,20,3,2,-6,1,16,38,17,0
111,2017,Adam Scott,22,69,74,70,67,280,0,88000,26,35,43,22,28,27,316.1,4,48,11,30.3,121,59,1,2,-3,0,9,54,9,0
112,2017,Jamie Lovemark,22,71,69,70,70,280,0,88000,58,10,18,22,26,41,296.5,39,47,19,30.3,121,59,-1,4,-3,0,13,46,13,0
113,2017,Richie Ramsay,22,68,70,70,72,280,0,88000,12,5,11,22,28,27,291.9,52,41,63,27.5,110,8,0,5,-5,1,10,50,10,0
114,2017,Rickie Fowler,22,71,71,67,71,280,0,88000,58,24,15,22,26,41,302.3,24,42,58,29.3,117,34,-1,3,-2,1,11,47,13,0
115,2017,Richard Bland,22,67,72,70,71,280,0,88000,6,6,15,22,28,27,284.3,61,45,34,28.5,114,17,-2,3,-1,0,14,45,12,0
116,2017,Lee Westwood,27,71,74,69,67,281,1,64500,58,61,52,27,28,27,284.0,62,44,41,28.0,112,11,3,-2,0,1,12,45,13,0
117,2017,Aaron Baddeley,27,69,76,72,64,281,1,64500,26,61,75,27,25,51,293.4,49,46,29,29.0,116,26,1,2,-2,0,15,45,9,0
118,2017,David Drysdale,27,72,73,66,70,281,1,64500,79,61,29,27,30,17,279.9,72,43,47,29.3,117,34,-3,5,-1,0,12,47,13,0
119,2017,Thongchai Jaidee,27,70,73,68,70,281,1,64500,40,35,29,27,28,27,296.6,38,48,11,30.3,121,59,4,4,-7,0,13,47,10,0
120,2017,Bubba Watson,27,68,72,71,70,281,1,64500,12,10,29,27,23,64,308.0,11,37,74,26.0,104,1,0,4,-3,0,17,40,12,0
121,2017,Jason Day,27,69,76,65,71,281,1,64500,26,61,18,27,20,74,297.3,36,44,41,29.0,116,26,-1,4,-2,0,14,46,9,0
122,2017,Tony Finau,27,70,73,67,71,281,1,64500,40,35,18,27,26,41,312.4,5,44,41,29.3,117,34,1,4,-4,0,11,51,8,0
123,2017,Tommy Fleetwood,27,76,69,66,70,281,1,64500,133,61,29,27,30,17,284.0,62,47,19,29.8,119,46,1,3,-3,1,8,53,9,0
124,2017,Andrew Johnston,27,69,74,67,71,281,1,64500,26,35,18,27,20,74,299.5,31,45,34,29.5,118,38,2,3,-4,1,9,51,10,0
125,2017,Daniel Berger,27,68,76,70,67,281,1,64500,12,45,52,27,35,4,294.0,46,47,19,29.5,118,38,2,4,-5,0,12,48,11,0
126,2017,Steve Stricker,37,70,72,69,71,282,2,45286,40,24,29,37,33,6,283.9,64,49,8,31.0,124,72,1,4,-3,0,9,52,11,0
127,2017,Sergio Garcia,37,73,69,68,72,282,2,45286,90,24,18,37,15,77,302.9,17,47,19,30.0,120,53,6,0,-4,1,10,50,9,0
128,2017,Soren Kjeldsen,37,71,71,72,68,282,2,45286,58,24,52,37,37,1,266.0,77,50,3,31.0,124,72,-1,7,-4,0,13,45,13,0
129,2017,Martin Kaymer,37,72,72,70,68,282,2,45286,79,45,52,37,26,41,299.8,30,40,69,28.3,113,13,1,6,-5,1,11,46,13,0
130,2017,Webb Simpson,37,71,74,70,67,282,2,45286,58,61,67,37,28,27,280.6,70,44,41,29.0,116,26,2,2,-2,0,13,45,13,0
131,2017,Russell Henley,37,70,70,75,67,282,2,45286,40,10,67,37,29,25,287.4,56,53,1,30.0,120,53,-2,5,-1,0,12,50,7,0
132,2017,Laurie Canter,37,70,72,72,68,282,2,45286,40,24,52,37,33,6,306.3,12,51,2,31.5,126,76,2,4,-4,0,12,46,14,0
133,2017,Kevin Na,44,68,75,68,72,283,3,31070,12,35,29,44,25,51,282.6,67,47,19,30.3,121,59,-3,7,-1,0,9,52,10,0
134,2017,Ross Fisher,44,70,72,66,75,283,3,31070,40,24,11,44,31,14,308.3,10,44,41,30.3,121,59,4,5,-6,1,11,45,14,0
135,2016,Henrik Stenson,1,68,65,68,63,264,-20,1549590,12,2,1,1,41,5,296.9,11,56,1,27.5,110,4,-5,-7,-8,1,25,39,7,0
136,2016,Phil Mickelson,2,63,69,70,65,267,-17,890190,1,1,2,2,38,15,274.1,63,53,3,27.5,110,4,-3,-5,-9,1,19,48,4,0
137,2016,J.B. Holmes,3,70,70,69,69,278,-6,571040,35,15,5,3,27,76,311.6,1,47,16,27.8,111,10,-2,3,-7,0,16,49,4,0
138,2016,Steve Stricker,4,67,75,68,69,279,-5,444436,4,27,6,4,40,6,267.0,72,43,40,27.0,108,1,0,2,-7,0,15,51,4,0
139,2016,Sergio Garcia,5,68,70,73,69,280,-4,310798,12,6,9,5,36,28,294.1,17,45,30,28.5,114,22,-4,5,-5,0,17,43,11,0
140,2016,Rory McIlroy,5,69,71,73,67,280,-4,310798,22,15,18,5,36,28,299.3,9,47,16,29.3,117,37,0,4,-8,0,17,43,11,0
141,2016,Tyrrell Hatton,5,70,71,71,68,280,-4,310798,35,22,13,5,39,11,283.4,45,44,36,27.5,110,4,-1,-3,0,0,10,57,4,0
142,2016,Andrew Johnston,8,69,69,70,73,281,-3,224196,22,6,4,8,40,6,294.1,17,47,16,28.0,112,15,0,-1,-2,0,18,42,10,0
143,2016,Soren Kjeldsen,9,67,68,75,72,282,-2,178477,4,3,6,9,42,3,263.5,76,46,26,28.0,112,15,2,4,-8,0,14,47,10,0
144,2016,Bill Haas,9,68,70,69,75,282,-2,178477,12,6,3,9,38,15,295.3,16,43,40,28.0,112,15,1,1,-4,0,14,46,12,0
145,2016,Dustin Johnson,9,71,69,72,70,282,-2,178477,51,15,13,9,32,58,309.5,4,54,2,30.5,122,66,-2,2,-2,0,13,52,4,0
146,2016,Zach Johnson,12,67,70,75,71,283,-1,122154,4,5,13,12,34,46,269.9,68,42,47,27.8,111,10,1,3,-5,0,14,48,7,0
147,2016,Gary Woodland,12,69,73,71,70,283,-1,122154,22,27,18,12,34,46,282.3,48,43,40,28.0,112,15,0,1,-2,0,12,50,9,0
148,2016,Emiliano Grillo,12,69,72,72,70,283,-1,122154,22,22,18,12,44,1,287.5,32,53,3,31.0,124,74,0,3,-4,0,9,55,8,0
149,2016,Patrick Reed,12,66,74,71,72,283,-1,122154,2,15,9,12,31,62,295.8,14,38,65,27.0,108,1,-2,3,-2,1,14,42,15,0
150,2016,Matthew Southgate,12,71,71,72,69,283,-1,122154,51,27,25,12,37,23,283.8,44,47,16,30.3,121,59,2,3,-6,1,12,46,13,0
151,2016,Andy Sullivan,12,67,76,71,69,283,-1,122154,4,41,25,12,34,46,280.9,50,48,10,28.8,115,27,3,0,-4,0,16,43,12,0
152,2016,Miguel A. Jimenez,18,71,72,70,71,284,0,91492,51,41,18,18,39,11,265.6,74,46,26,29.5,118,43,-2,6,-4,1,10,51,8,0
153,2016,Charl Schwartzel,18,72,66,73,73,284,0,91492,75,6,9,18,35,36,293.4,21,47,16,28.8,115,27,-2,8,-6,0,17,41,11,0
154,2016,Tony Finau,18,67,71,72,74,284,0,91492,4,6,6,18,33,52,304.6,6,42,47,27.8,111,10,0,4,-4,0,14,46,10,0
155,2016,Keegan Bradley,18,67,68,76,73,284,0,91492,4,3,9,18,35,36,296.6,12,47,16,29.5,118,43,1,3,-4,0,12,48,12,0
156,2016,Lee Westwood,22,71,73,73,68,285,1,69113,51,50,43,22,40,6,287.6,31,42,47,28.5,114,22,2,4,-5,1,12,44,15,0
157,2016,David Howell,22,74,70,71,70,285,1,69113,110,50,34,22,38,15,260.9,78,45,30,29.5,118,43,-1,4,-2,0,8,55,9,0
158,2016,Justin Rose,22,68,77,70,70,285,1,69113,12,58,34,22,30,68,294.0,19,51,5,30.5,122,66,0,1,0,0,11,52,6,0
159,2016,Thongchai Jaidee,22,71,74,69,71,285,1,69113,51,58,25,22,38,15,268.9,71,47,16,30.0,120,55,0,5,-4,0,12,49,9,0
160,2016,Kevin Na,22,70,69,73,73,285,1,69113,35,11,13,22,35,36,279.3,52,46,26,28.0,112,15,1,5,-5,0,14,44,13,0
161,2016,Jason Dufner,22,71,71,74,69,285,1,69113,51,27,39,22,36,28,280.5,51,51,5,30.5,122,66,2,-1,0,0,12,47,13,0
162,2016,Brandt Snedeker,22,73,73,68,71,285,1,69113,94,67,25,22,33,52,275.9,59,39,60,27.0,108,1,5,-4,0,0,15,41,16,0
163,2016,Jason Day,22,73,70,71,71,285,1,69113,94,41,25,22,26,78,310.6,2,41,52,28.5,114,22,0,4,-3,0,13,45,14,0
164,2016,Darren Clarke,30,71,72,73,70,286,2,51489,51,41,39,30,36,28,279.3,52,45,30,30.0,120,55,0,5,-3,0,14,42,16,0
165,2016,Ryan Palmer,30,72,73,71,70,286,2,51489,75,58,39,30,36,28,289.6,28,48,10,29.8,119,48,3,4,-5,1,11,46,13,0
166,2016,Russell Knox,30,72,70,75,69,286,2,51489,75,27,43,30,43,2,282.6,47,49,8,30.3,121,59,3,5,-6,1,11,48,9,0
167,2016,Thomas Pieters,30,68,76,70,72,286,2,51489,12,50,25,30,30,68,298.9,10,45,30,28.8,115,27,2,4,-4,1,13,48,7,0
168,2016,Jordan Spieth,30,71,75,72,68,286,2,51489,51,67,50,30,32,58,289.9,27,44,36,29.8,119,48,1,7,-6,1,12,45,12,0
169,2016,Haydn Porteous,30,70,76,68,72,286,2,51489,35,67,25,30,26,78,295.5,15,42,47,29.0,116,33,3,6,-7,2,16,34,18,0
170,2016,Padraig Harrington,36,70,72,73,72,287,3,42861,35,27,34,36,31,62,286.5,34,41,52,29.0,116,33,0,7,-4,0,11,49,10,0
171,2016,Francesco Molinari,36,69,71,73,74,287,3,42861,22,15,18,36,39,11,274.6,61,49,8,30.3,121,59,2,5,-4,0,10,51,9,0
172,2016,Martin Kaymer,36,66,73,74,74,287,3,42861,2,11,18,36,33,52,285.9,36,48,10,30.3,121,59,0,7,-4,0,13,46,11,0
173,2016,Bubba Watson,39,70,76,72,70,288,4,37091,35,67,50,39,36,28,308.1,5,44,36,29.8,119,48,5,7,-8,1,17,36,15,0
